The Craft (film),"Sarah Bailey, a troubled teenager, has just moved from San Francisco to Los Angeles with her father and stepmother.At her new school, she forms a friendship with a group of girls rumored to be witches, Bonnie, Nancy and Rochelle.At the same time, Sarah becomes attracted to the popular Chris.Bonnie, Nancy and Rochelle worship a powerful deity named ""Manon"".Sarah exhibits supernatural powers from the onset of the film (revealed to being a ""natural witch,""e.born of a parent who practiced witchcraft) and her new friends believe that she will complete their coven, making them all-powerful.When Sarah is harassed by a vagrant with a snake (whom she had encountered before in her new house), he is immediately hit by a car and the girls believe that together they willed it to happen.After a date with Chris, Sarah is upset to learn that he has spread a false rumor that they had sex.When Sarah confronts him, he treats her disrespectfully in front of his friends.Sarah casts a love spell upon him; Rochelle casts a revenge spell on a hateful racist bully, Laura Lizzie; Bonnie casts a spell for beauty; and Nancy for liberation from working-class poverty.It becomes clear that the spells have been successful: Chris becomes infatuated with Sarah, scars that Bonnie has on her back are completely healed by an experimental gene therapy, Laura loses her hair, and Nancy's abusive stepfather has a heart attack and dies, leaving a large insurance policy which makes her mother rich.Nancy lusts for more power and encourages the others to join her in a rite called ""Invocation of the Spirit"".To do so, she plans to ""call the corners"" by creating a fire on a beach, so that all four natural elements (earth, fire, air, and water) can be called upon by the four separate girls, to grant them further supernatural abilities.On completion of the spell, Nancy is struck by lightning, and all four girls fall unconscious.Afterward Nancy is seen walking on water, claims to sense Manon in all things, lacks empathy and begins taking risks with her life and those of others.The girls' spells soon bring negative consequences: Bonnie becomes aggressively narcissistic; Laura Lizzie is traumatized by her baldness and becomes hysterical; and Chris attempts to rape Sarah when she rejects his continual advances.Nancy uses a glamour spell to make herself look like Sarah, and then seduces Chris.They are interrupted by the real Sarah, who insists that Nancy leave with her.Chris is upset about being fooled, and taunts Nancy that she is jealous.Nancy uses her power to push him out of a second-story window, killing him.Sarah performs a binding spell to prevent Nancy from doing more harm.The binding fails, and the coven turns on Sarah.They invade her dreams, threaten her, and use their powers of illusion to make Sarah believe that her father and Stepmother were killed in a plane accident.They try to persuade her to commit suicide, before Nancy cuts Sarah's wrists herself.Sarah successfully invokes the spirit of Manon and is able to heal herself and fight back, demonstrating far superior power to her former sisters in coven.Sarah scares off Bonnie and Rochelle creating hallucinations about their worst fears (Bonnie sees her face completely covered in deforming burn scars and Rochelle sees herself as bald as Laura Lizzie) and tells Nancy that Manon is angry at her for abusing her power; she tries binding her, but Nancy attacks her.Both girls fight until Sarah strikes Nancy against a mirror and finally she binds her power to prevent her from doing harm.Days later, Bonnie and Rochelle visit Sarah to apologize, arguing that they only caused her harm because Nancy made them.Sarah accepts their apology with a friendly coldness; Bonnie asks her if she still has any power, since both her and Rochelle lost theirs.Sarah doesn't answer.Both girls leave, mocking Sarah under their breath, believing that she has also lost her powers.Sarah overhears them and creates a storm.She uses a thunder to break a tree branch, scaring Rochelle and Bonnie.She warns them to be careful if they don't want to end up like Nancy.The final scene shows Nancy committed to a psychiatric hospital for insanity.She is bound to a bed, believing she is still empowered by Manon and she is flying.The nurse gives her a shot and she reacts, still laughing maniacally and completely delusional."
Icehenge,"Icehenge is set in three distinct time periods.The first part is the diary of an engineer caught up in a failed Martian political revolution in 2248.The middle part is narrated by an archaeologist on the project, three centuries later, that finds the engineer's diary; at the same time, a mysterious monument is found at the north pole of Pluto.In the final part, the archaeologist's great-grandson investigates the possibility that the diary and the monument were both planted by a wealthy recluse who lives in Saturn orbit."
Bildungsroman,"A Bildungsroman relates the growing up or ""coming of age"" of a sensitive person who goes in search of answers to life's questions with the expectation that these will result from gaining experience of the world.The genre evolved from folklore tales of a dunce or youngest son going out in the world to seek his fortune.Usually in the beginning of the story there is an emotional loss which makes the protagonist leave on his journey.In a Bildungsroman, the goal is maturity, and the protagonist achieves it gradually and with difficulty.The genre often features a main conflict between the main character and society.Typically, the values of society are gradually accepted by the protagonist and he/she is ultimately accepted into society — the protagonist's mistakes and disappointments are over.In some works, the protagonist is able to reach out and help others after having achieved maturity.There are many variations and subgenres of Bildungsroman that focus on the growth of an individual.An Entwicklungsroman (""development novel"") is a story of general growth rather than self-cultivation.An Erziehungsroman (""education novel"") focuses on training and formal schooling, while a Künstlerroman (""artist novel"") is about the development of an artist and shows a growth of the self.Furthermore, some memoirs and published journals can be regarded as Bildungsroman although being predominantly factual (an example being The Motorcycle Diaries by Ernesto ""Che"" Guevara).The term is also more loosely used to describe coming-of-age films and related works in other genres."
Lassie Come Home,"Set in Depression-era Yorkshire, England, mr and mrs Carraclough (Donald Crisp and Elsa Lanchester) are hit by hard times and forced to sell their collie, Lassie (Pal), to the rich Duke of Rudling (Nigel Bruce), who has always admired her.Young Joe Carraclough (Roddy McDowall) grows despondent at the loss of his companion.Lassie will have nothing to do with the Duke, however, and finds ways to escape her kennels and return to Joe.The Duke finally carries Lassie to his home hundreds of miles distant in Scotland.There, his granddaughter Priscilla (Elizabeth Taylor) senses the dog's unhappiness and arranges her escape.Lassie then sets off for a long trek to her Yorkshire home.She faces many perils along the way, dog catchers and a violent storm, but also meets kind people who offer her aid and comfort.At the end, when Joe has given up hope of ever seeing his dog again, the weary Lassie returns to her favorite resting place in the schoolyard at home.There, Lassie is joyfully reunited with the boy she loves."
Of Mice and Men (1939 film),"Two migrant field workers in California during the Great Depression—George Milton (Burgess Meredith), an intelligent and quick-witted man (despite his frequent claims of being ""not that smart""), and Lennie Small (Lon Chaney, Jr), an ironically-named man of large stature and immense strength who, due to his mental disability, has a mind of a younger child—hope to one day attain their shared dream of settling down on their own piece of land.Lennie's part of the dream, which he never tires of hearing George describe, is merely to tend to (and touch) soft rabbits on the farm.George protects Lennie at the beginning by telling him that if Lennie gets into trouble George won't let him ""tend them rabbits"".They are fleeing from their previous employment in Weed where they were run out of town after Lennie's love of stroking soft things resulted in an accusation of attempted rape when he touched and held onto a young woman's dress (not shown, but mentioned).While on a bus en route to the new ranch, Lennie — who, because of his mental disability, is prone to forget the simplest things or phrases but can only remember about the rabbits—asks George where they are going.George is aggravated about this and instead tells him about the work cards they got at the bus entrance, which Lennie does remember, but incorrectly remembers having them in his pocket, since George has both of them.After being dropped off 10 miles from their destination, George and Lennie decide to camp for the night by the Salinas River.When George points to Lennie the river, he runs to the river and dunks his whole head in it, drinking from it like an animal.George soon catches Lennie petting a dead bird, takes it away from him and throws it to the other side of the river for safety reasons.When Lennie hears that they are going have beans for dinner, he requests ketchup, to which George responds that they do not have any.At night, as George and Lennie are eating beans for dinner, Lennie requests for the same thing, with George responding angrily, stating that whatever they do not have is what Lennie always wants to have.This leaves Lennie puzzled, as he forgot that first response from earlier.This also causes George to have a long speech about Lennie's ungratefulness, childlike behavior and why they had to escape from Weed.Eventually, George eases the tensions by telling Lennie his favorite story about their future farm before going to sleep.The next day, they arrive at the ranch near Soledad.They meet Candy (Roman Bohnen), the aged, one-handed ranch-hand with his ageing dog he raised since he was a puppy.After meeting with the ranch boss, Jackson (Oscar O'Shea), the pair are confronted by Curley, the small-statured jealous and violent son of the ranch owner, who threatens to beat Lennie to a pulp because of his height, as Curley has a huge hatred against men who are of large stature.To make matters worse, Curley's seductive, yet sadistic and conniving wife, Mae (Betty Field), to whom Lennie is instantly attracted, flirts with the other ranch hands.George orders Lennie not to look at, or even talk to, her, as he senses the troubles that Mae could bring to the men.One night, Mae enters the barn in an attempt to talk with Slim (Charles Bickford).Even when Mae explains how her life has been during the Depression, Slim refuses to listen to her and shuns her, saying ""You got no troubles, except what you bring on yourself"" and tells her to go back to the house.When this statement causes Mae to sob, Slim is forced to give in and let her talk.Back at the bunkhouse, Candy offers to join with George and Lennie after Carlson kills his dog, so they can buy the farm and the dream appears to move closer to reality.Curley appears and makes a scene in the bunkhouse as the workers mock him after he accused Slim of keeping company with his wife.George and Lennie's dream is over-shadowed when Curley catches Lennie laughing, grabs him from his bunk and starts punching him in the face repeatedly.Instead of fighting back, Lennie asks for help from George, who tells him to fight back.Upon hearing George say this, Lennie catches Curley's hand and crushes it, not letting go until he finds out what he did.Slim gives Curley an ultimatum: not to tell anyone what exactly happened.If Curley does tell his father in retribution to get Lennie and George fired, Slim will tell everyone what happened.Curley is told, for this reason, to say that he got his hand caught in a piece of machinery.On Saturday night, everyone, except Lennie, Candy and Crooks (Leigh Whipper) (because of his race), are in town, enjoying themselves.Crooks asks Lennie to stay in his room and Lennie explains to him about the farm that he, George and Candy are going to own, forgetting his promise to George not to tell this to anyone.Candy gets into the conversation too, and when George comes back first, he sees Lennie smoking a cigar and takes it away, guessing what Lennie had done.At that moment, Mae enters the bunkhouse, trying to ask Crooks who crushed Curley's hand.When Crooks refuses to respond, Mae callously calls the four ""bindlestiffs"" in an attempt to belittle them.When Candy responds with proof of what they are going to do in the future, Mae refuses to accept their American dream, calling him an ""old goat"".When Mae tries to get Crooks to explain what happened to Curley's hand (despite the fact that he was not present), George mentions that nobody did it, briefly leading Mae to believe that George was the one who crushed his hand.George tries to explain what they are going to do in the future, and that, if Mae keeps constantly flirting with them, she is going to cause the dream to crash.The callous Mae refuses to listen, and, while looking for the person who crushed her husband's hand, sees Lennie's bloodied and bruised face, and she finds out that he is the one responsible.When Mae tries to be kind to Lennie and to ""thank"" him for what he did, George grabs her by the shoulder, berates her and tells her to return to the house.Mae refuses to do so, saying that she has the right to talk to and flirt with whomever she comes across.Jackson, who happened to be standing by Crooks' door, catches George with his hand raised, with the intention to slap Mae across the face because of her arrogance and negligence.Holding a horsewhip in his hand, Jackson silently dissuades him from doing so and to let Mae go back to the house unharmed.The next morning, Mae confronts Curley, who repeats the same statement Slim gave him earlier, but because Mae knows the truth, she taunts him, calling him ""a punk with a crippled hand."" The aggravated Curley then tells her that their marriage is over, and that she is going to be kicked out of the ranch due to her carnal behavior with the ranch hands.She continues to laugh hysterically until she starts to weep, realizing she is now done for.Before she can leave, Mae enters the barn to pet a few of Slim's puppies, when she spots Lennie sobbing, after he killed his puppy stroking it too hard.When Lennie tries to leave, knowing he should not be talking to Mae as ordered by George, she stops him from leaving and forces him to talk to her.Because there is a horseshoe tournament going on until dusk, Mae plans to talk with him until then.Mae explains to Lennie what she wanted to be before Curley shattered her dream.When Lennie tells Mae that he loves to stroke soft things, Mae allows him to stroke her hair, telling him not to ""muss it up"".Mae starts to resist and scream when Lennie strokes her hair too hard.However, when Lennie tries to silence Mae, he accidentally kills her by recklessly breaking her neck unintentionally.This incidental situation crashes their own American dream.When Candy and George find Mae's body, they tell the others, including Curley, who grows infuriated.As a result, a lynch mob gathers to kill Lennie.However, George and Slim go off alone to find Lennie.George tells Slim that he has Carlson's Luger after he and Candy see Mae's dead body.George and Slim separate and go off to find Lennie.George finds him first and, realizing he is doomed to a life of loneliness and despair like the rest of the migrant workers, wants to spare Lennie a painful death at the hands of the furious and cold-hearted Curley.After giving Lennie one last retelling of their dream of buying their own land, George shoots Lennie in the back of the head with Carlson's Luger before the mob can find him.When the mob arrives too late, only Slim realizes what George has done, and hands the Luger to a local police officer as they leave the river."
The Dig,"A radio telescope in Borneo detects the approach of a large asteroid on a collision course with Earth; authorities dub it ""Attila"" after the ancient conqueror Attila the Hun.Scientists determine explosives planted on the surface of the asteroid may divert it into a stable orbit around Earth.A five-person expedition uses the Space Shuttle Atlantis to rendezvous with the asteroid and plant the charges.The crew is led by Commander Boston Low (voiced by Robert Patrick), and joined by dr Ludger Brink (Steven Blum), a German archaeologist and geologist, Maggie Robbins (Mari Weiss), a linguistics expert and reporter, pilot Ken Borden (David Lodge) and NASA technician Cora Miles (Leilani Jones), who is also running for Congress.Low, Brink, and Robbins spacewalk to the asteroid and set the charges.While they are successful in altering the orbit of Attila, they find the inside of the asteroid appears hollow, and proceed to explore.When they enter a central chamber, they are trapped as the asteroid transforms into a dodecahedron pod and rapidly accelerates away into deep space.When the three recover and can exit the pod, they find themselves on an alien planet, on a central island surrounded by five smaller, spire-shaped islands; in the game's novelization, they name the planet Cocytus.It clearly shows signs of former intelligent life, but as they explore, they find no evidence of any sentient creatures that remain, and the one advanced complex they are in shows signs of long-term deterioration.They encounter a strange form of spirit-like energy that guides them to a particular patch of ground, which they find to be soft and consistent with an opening that has been buried by time.Shortly after Brink begins digging, the ground gives way beneath him, opening a cavern into a subterranean structure.Robbins and Low soon find Brink dead at the bottom of the rubble.Robbins insists they explore the structure separately and the two part ways, keeping in contact with their communicators.In what appears to be a museum, Low discovers a pair of crystals containing a glowing green liquid.After seeing a demonstration in the museum of similar crystals being used in what looks like a resurrection ceremony, Low tries one on Brink, bringing him back to life.They then search for a means to return to Earth, using Brink's and Robbins' talents for xenoarchaeology to decipher strange alien text and images.As the trio continue to explore, they find Brink has become addicted to the crystals and started hoarding them for himself, leading to conflict within the group.Low discovers a pyramid that houses a preserved alien, whom he is able to reanimate by use of the life crystals.Through Robbins, the alien explains that the rest of his species started to recognize the corruption the life crystals had; they decided to travel to a new universe, Spacetime Six, from the current one, which they call Spacetime Four.The alien chose to remain behind to warn others about the crystals.However, the rest of the species have been unable to find a way to return to Spacetime Four, and only they would be able to provide the humans with a spacecraft to return to Earth.Low offers to travel to Spacetime Six to show the aliens how to return, but this requires them to repower the portal that was used.They are able to retrieve two life crystals from a machine that generates them, but Low and Brink fight over the crystals, and Brink falls to his death.During the process of opening the portal, Robbins is killed.The player has the option of reviving Robbins with a life crystal after the portal is opened; however, if they do, she immediately jumps to her death, with no crystals left to revive her a second time.With no other options, Low uses the portal to meet the rest of the aliens in Spacetime Six; with the portal open, the aliens can perceive the route home and return to Cocytus.They restore Brink and Robbins to life and cure Brink of his addiction to the crystals, though this leaves him as an elderly man.If Low left Robbins dead, she is happy to see him, but if Low revived her, she is angry and scorns him.As promised, the aliens reconstruct a spacecraft for the humans, and representatives of the species join the humans as they return to Earth."
Farnham's Freehold,"Hugh Farnham, a white middle-aged man, holds a bridge club party for his alcoholic wife Grace, law-graduate son Duke, college-student daughter Karen, and Karen's friend Barbara.During the bridge game, Duke berates Hugh for frightening Grace by preparing for a possible Russian nuclear attack.When the attack actually occurs the group, along with Joe, the family's African American servant, retreat to the fallout shelter beneath the house.After several distant nuclear explosions rock the shelter, Hugh and Barbara become sexually intimate, after which the largest explosion of all hits the shelter.With only minor injuries, but with their bottled oxygen running low, the group decides to ensure that they will be able to leave the shelter when necessary.After exiting through an emergency tunnel, they find themselves in a completely undamaged, semi-tropical region apparently uninhabited by humans or other sentient creatures.Several of the group speculate that the final explosion somehow forced them into an alternate dimension.The group struggles to stay alive by reverting to the ways of the American pioneers, with Hugh as the leader—despite friction between Hugh and Duke.Karen announces that she is pregnant and had returned home the night of the attack to tell her parents.Barbara also announces that she is pregnant, but without mentioning that her pregnancy resulted from her sexual encounter with Hugh during the attack.Karen eventually dies during her labor, due to complications, along with her infant daughter the next day.Grace, whose sanity has been challenged by all these events, demands that Barbara be forced from the group or she will leave.Duke convinces Hugh that he will go with Grace to ensure her safety, but before they can leave, a large aircraft appears overhead.The group is taken captive by people of African ancestry, but is spared execution when Joe intervenes by conversation with their captives' leader in French.The group finds that it has not been transported to another world, but instead is in the distant future of their own world.A decadent but technologically advanced African culture keeps either uneducated or castrated whites as slaves.Each of the characters adapts to the sudden change in black/white roles in different and sometimes shocking ways.In the end, Hugh and Barbara reject the new era of slavery they find themselves in and attempt to escape, but are captured.Rather than execute them, Ponse, ""Lord Protector"" of the house to which they have been enslaved, asks them to volunteer for a time-travel experiment that will send them back to their own time.They return just prior to the original nuclear attack, and flee in Barbara's car.As they drive they realize that while Barbara had driven a car with an automatic transmission, this car—the same car in every other respect—has a manual transmission, and Farnham deduces that the time-travel experiment worked but sent them into an alternate universe."
The Three Stigmata of Palmer Eldritch,"The story begins in a future world where global temperatures have risen so high that in most of the world it is unsafe to be outside without special cooling gear during daylight hours.In a desperate bid to preserve humanity and ease population burdens on Earth, the UN has initiated a ""draft"" for colonizing the nearby planets, where conditions are so horrific and primitive that the unwilling colonists have fallen prey to a form of escapism involving the use of an illegal drug (CAN-D) in concert with ""layouts"".Layouts are physical props intended to simulate a sort of alternate reality where life is easier than either the grim existence of the colonists in their marginal off-world colonies, or even Earth, where global warming has progressed to the point that Antarctica is prime vacation resort territory.The illegal drug CAN-D allows people to ""share"" their experience of the ""Perky Pat"" (the name of the main female character in the simulated world) layouts.This ""sharing"" has caused a pseudo-religious cult or series of cults to grow up around the layouts and the use of the drug.Up to the point where the novel begins, New York City-based Perky Pat (orP) Layouts, Inc, has held a monopoly on this product, as well as on the illegal trade in the drug CAN-D which makes the shared hallucinations possible.The novel opens shortly after Barney Mayerson,P.Layouts' top precog, has received a ""draft notice"" from the UN for involuntary resettlement as a colonist on Mars.Mayerson is sleeping with his assistant, Roni Fugate, but remains conflicted about the divorce, which he himself initiated, from his first wife Emily, a ceramic pot artist.Meanwhile, Emily's second husband tries to sell her pot designs toP.Layouts as possible accessories for the Perky Pat virtual worlds—but Barney, recognizing them as Emily's, rejects them out of spite.Meanwhile, the UN rescues Palmer Eldritch's ship from a crash on Pluto.Leo Bulero, head ofP.Layouts and an ""evolved"" human (meaning someone who has undergone expensive genetic treatments by a German ""doctor"" which are supposed to push the client ""forward"" on an evolutionary scale, and which result in gross physical, as well as mental, modifications), hears rumors that Eldritch discovered an alien hallucinogen in the Prox system with similar properties to CAN-D, and that he plans to market it as ""Chew-Z,"" with UN approval, on off-world colonies.However CHEW-Z does not require the prop of the external layouts and seems to have certain undefined qualities that make the use of CHEW-Z even more addictive than CAN-D has been.This would effectively destroyP.Layouts.Bulero tries to contact Eldritch but he is quarantined at a UN hospital.Both Mayerson and Fugate have precognitions of reports that Bulero is going to be responsible for murdering Eldritch.Meanwhile, Emily and her second husband sell her pottery designs to Eldritch and use the payment to undergo evolution therapy.Unfortunately, Emily begins to devolve rather than evolve.This devolution results in a loss of creativity and she finds herself recreating older, less sophisticated designs from earlier work, without realizing it.Under the guise of a reporter, Bulero travels to Eldritch's estate on the Moon, where Eldritch holds a press conference.Bulero is kidnapped and forced to take Chew-Z intravenously.He enters a psychic netherworld over which both he and Eldritch seemingly have some control.After wrangling about business with Eldritch, Bulero travels to what appears to be Earth at some time in the not-too-distant future.Evolved humans identify him as a ghost and show him a monument to himself commemorating his role in the death of Eldritch, an ""enemy of the Sol System"".Bulero returns to Earth and fires Mayerson because Mayerson was afraid to travel to the Moon to rescue him.Mayerson, in despair, accepts his UN conscription to Mars but Bulero recruits him as a double agent.Mayerson is to inject himself with a toxin after taking Chew-Z in a plot to deceive the UN into thinking Chew-Z is harmful and cause them to ban it.On Mars, Mayerson buys some Chew-Z from Eldritch, who appears in holographic form.Mayerson tries to hallucinate a world where he is still with Emily but finds that he does not control his apparent hallucination.Like Bulero, he finds himself in the future.Mayerson arrives in New York two years hence where he speaks with Bulero, Fugate and his future self about the death of Palmer Eldritch.He also encounters several manifestations of Eldritch, identifiable by their robotic right hand, artificial eyes, and steel teeth.Eldritch offers to help Mayerson become whatever he wants, but is so controlling of the CHEW-Z alternate reality that Mayerson ultimately decides he'd rather be dead than continue to be manipulated by Eldritch.When a despairing Mayerson chooses death, he finds himself apparently forced into Eldritch's body right at the point in the timeline where Bulero is ready to shoot a torpedo at Eldritch's ship.It appears that Eldritch's plan is to preserve his own life essence housed in Mayerson's body while allowing Mayerson himself to die in Eldritch's place.Eldritch, meanwhile, intends to live on in Mayerson's form and enjoy the simple if arduous life of a Martian colonist.Mayerson, stuck in Eldritch's body and mistaken for him, is indeed nearly killed by Bulero in the near future, but before the fatal shot can be fired he is awakened from his Chew-Z trance in the present by Bulero, who has just arrived on Mars.Bulero is willing to take Mayerson back to Earth but refuses to after learning that Mayerson did not inject himself with the toxin.Mayerson is now confident that Bulero will kill Eldritch, so the sacrifice of taking the toxin in order to ruin Eldritch's business is unnecessary; but he does not try to convince Bulero of this.Later, Mayerson discusses his experience with a neo-Christian colonist and they conclude that either Eldritch became a god in the Prox system or some god-like being has taken his place.Mayerson is convinced some aspect of Eldritch is still inside him, and that as long as he refuses to take Chew-Z again, it is Eldritch who will actually be killed by Bulero in the near future; Mayerson is half-resigned, half-hopeful about taking on the life of a Martian colonist without reprieve.Mayerson considers the possibility of Eldritch being what humans have always thought of as a god, but inimical, or perhaps merely an inferior aspect of a bigger and better sort of god.The novel has an ambiguous ending, with Bulero heading back toward Earth, and apparent proliferation of Eldritch's cyborg bodily 'stigmata', which may mean that Bulero is still trapped in Eldritch's hallucinatory domain, or that Chew-Z is becoming increasingly popular among Terrans and Martian colonists."
The Godfather Part II,"In 1958, during his son's First Communion party at Lake Tahoe, Michael Corleone has a series of meetings in his role as the Don of his crime family.Corleone caporegime Frank Pentangeli is dismayed that Michael will not help him defend his Brooklyn territory against the Rosato brothers, who work for Michael's business partner Hyman Roth.That night, Michael leaves Nevada after surviving an assassination attempt at his home.Michael suspects Roth of planning the assassination, but meets with him in Miami and feigns ignorance.In New York, Pentangeli attempts to maintain Michael's façade by making peace with the Rosato family but they attempt to kill him.Roth, Michael, and several of their partners travel to Havana to discuss their future Cuban business prospects under the cooperative government of Fulgencio Batista; Michael becomes reluctant after reconsidering the viability of the ongoing Cuban Revolution.On New Year's Eve, he tries to have Roth and Roth's right-hand man Johnny Ola killed, but Roth survives when Michael's bodyguard is discovered and shot by police.Michael accuses his brother Fredo of betrayal after Fredo inadvertently reveals that he'd met with Ola previously.Batista abruptly abdicates due to rebel advances; during the ensuing chaos, Michael, Fredo, and Roth separately escape to the United States.Back home, Michael learns that his wife Kay has miscarried.In Washington,C, a Senate committee on organized crime is investigating the Corleone family.Having survived the earlier attempt on his life, Pentangeli agrees to testify against Michael, who he believes had double-crossed him, and is placed under witness protection.Fredo is returned to Nevada, where he privately explains himself to Michael: resentful at being passed over to head the family, he helped Roth in expectation of something in return—unaware, he claims, of the plot on Michael's life.Michael responds by disowning Fredo.Unable to get to the heavily-guarded Pentangeli, Michael instead brings Pentangeli's Sicilian brother to the hearing.On seeing his brother, Pentangeli denies his previous statements, and the hearing dissolves in an uproar.Afterwards, Kay reveals to Michael that her miscarriage was actually an abortion, and that she intends to take their children away from Michael's criminal life.Outraged, Michael takes custody of the children and banishes Kay from the family.Carmela Corleone dies.At the funeral, Michael appears to forgive Fredo but later orders caporegime Al Neri to assassinate him out on the lake.Roth is refused asylum and even entry to Israel and is forced to return to the United States.Over the dissent of consigliere Tom Hagen, Michael sends caporegime Rocco Lampone to intercept and shoot Roth on arrival.Rocco, however, is shot dead by federal agents after completing his mission.At the witness protection compound, Hagen reminds Pentangeli that failed plotters against the Roman Emperor often committed suicide and assures him that his family will be cared for.Pentangeli later slits his wrists in his bathtub.Michael sits alone by the lake at the family compound."
Nanook of the North,"The documentary follows the lives of an Inuk, Nanook, and his family as they travel, search for food, and trade in the Ungava Peninsula of northern Quebec, Canada.Nanook; his wife, Nyla; and their family are introduced as fearless heroes who endure rigors ""no other race"" could survive.The audience sees Nanook, often with his family, hunt a walrus, build an igloo, go about his day, and perform other tasks."
Star Wars Jedi Knight II: Jedi Outcast,"The single-player game is set around two years after the events of Mysteries of the Sith.As with Star Wars Jedi Knight: Dark Forces II, the player controls Kyle Katarn (voiced by Jeff Bennett), a former Jedi who has cut his links with the Force after almost succumbing to the Dark Side.At the start of the game he is a mercenary working for the New Republic.Over the course of the game, Kyle is joined by various other characters.Three of the most prominent are Jan Ors (Vanessa Marshall), a fellow mercenary and subsequent love interest; Lando Calrissian (Billy Dee Williams), the sophisticated administrator of Cloud City, as seen in The Empire Strikes Back and Return of the Jedi; and Luke Skywalker (Bob Bergen), leader of the Jedi Academy on Yavin IV.The player also receives help from other Jedi and New Republic soldiers, while Mon Mothma (Carolyn Seymour), Chief-of-State of the New Republic, assigns Kyle and Jan missions during the game.There are four main enemies: Desann (Mark Klastorin), a former student of the Jedi Academy, who killed a fellow student before leaving the Order; Tavion (Kath Soucie), Desann's apprentice; Galak Fyyar (Steven Blum), a general in the Imperial Remnant; and Reelo Baruk (Kevin Michael Richardson), a crime lord posing as a ""respectable garbage collector"" on Nar Shaddaa.Other enemies include Imperial stormtroopers, numerous thugs and soldiers infused with the Force (known as the ""Reborn"").The game begins with Kyle Katarn and Jan Ors investigating a supposedly abandoned Imperial outpost on Kejim.However, when they arrive, they find the base crawling with Imperial forces.They fight their way through the base, discovering a research center studying crystals similar to those used to power lightsabers.Tracing the crystals' origin, Kyle and Jan travel to Artus Prime, a mining colony turned into an Imperial stronghold, where the miners have been enslaved and experimented upon.Katarn thwarts the Imperial operations, but not before Jan is captured by the Dark Jedi Desann and his apprentice Tavion.Kyle tries to rescue her, but, having forsaken the ways of the Jedi, he is easily defeated by Desann, who orders Tavion to kill Jan before they leave the planet.With Jan dead, Kyle travels to the Valley of the Jedi (a major plot element in Dark Forces II) to regain his Force powers, and then to the Jedi Academy to get his lightsaber.There, he learns of Desann's origins from Luke Skywalker.Luke offers Kyle his lightsaber back if he can complete a set of trials.Kyle completes the trials easily, so easily that Luke quickly deduces Kyle has returned to the Valley.Sensing Kyle's anger about the death of Jan, Luke warns Kyle that the path he is walking is a dangerous one, but he nevertheless gives Kyle the information he seeks, linking Desann to Reelo Baruk, a Rodian crime lord on Nar Shaddaa.Reelo proves to have little information, but Kyle stumbles upon Lando Calrissian, who has been imprisoned in Baruk's dungeons.From Lando, Kyle learns that Desann is a part of a huge operation smuggling cortosis, a lightsaber-resistant material, through Cloud City.Escaping from Reelo, Kyle and Lando then head for Bespin.Lando drops Kyle off at the bottom of Cloud City, and as he works his way up the structure he has his first encounter with a Reborn.He subsequently fights several Reborn, plus numerous Remnants, until he eventually encounters Tavion, who is about to board a ship headed for Galak Fyyar's Star Destroyer, the Doomgiver.Kyle defeats Tavion and threatens to kill her, but Tavion pleads for her life, telling Kyle that Jan is alive and on board the Doomgiver.Jan's faked death was just a ploy to trick Kyle into going to the Valley of the Jedi in order for Desann to follow him there and tap its power.In exchange for her life, Tavion lets Kyle use her ship to travel to the Star Destroyer.After fighting his way past some stormtroopers at the Cairn Installation - an Imperial base hidden on an asteroid in the Lenico Belt, where the Doomgiver is docked - Kyle meets up with Luke Skywalker.From Luke, Kyle learns that Desann has found the Valley of the Jedi, and used its energy to empower an army of Reborn which could number in the thousands.After battling several Reborn together, they part ways.Kyle then sneaks across the Cairn base and finds out it is also a large assault ship construction facility, which is preparing for a full-scale planetary assault.Kyle confronts more Reborn, including ""Shadowtroopers"" - Reborn equipped with armor which is both lightsaber-resistant, and allows a measure of invisibility.Kyle manages to sneak into the Doomgiver before the ship leaves Cairn, but Luke is left behind.After the Doomgiver completes its jump to hyperspace, Kyle uses the ship's communications array to contact Rogue Squadron.He finds Jan in the detention block, but then learns that Desann was not specifically interested in the Valley of the Jedi - instead his goal all along was to invade the Jedi Academy.Kyle destroys the Doomgivers shield reactor, and kills Galak Fyyarr.Narrowly escaping the ship's destruction, Kyle and Jan use an escape pod to land on Yavin IV.With the invasion fully underway, Kyle heads to the Jedi Academy, while Jan goes to a hangar to assist in the aerial battle.Kyle soon finds the academy overrun with Imperial forces, but with the help of the New Republic troops, he fends them off.Together with Jedi Academy students, he engages in a fight against Reborn warriors and Shadowtroopers.After crossing underground tunnels, Kyle finally confronts Desann.He reveals the Doomgivers destruction and the defeat of the Imperial forces, but Desann rejects Kyle's offer to rejoin the Jedi and they engage in a lightsaber battle.Kyle prevails and kills Desann.He subsequently reunites with Luke and Jan, and politely rebuffs Luke's offer to safeguard his lightsaber, saying he is not ready to forsake the Force again."
